epoch,train_loss,val_loss,val_roc_auc_score
1,0.5792068313250597,0.6149172782897949,0.8259913270598231
2,0.5026487155435643,0.437298983335495,0.8379072470288307
3,0.4724184216439039,0.51723712682724,0.8160374411077369
4,0.4329872123925622,0.3993559181690216,0.8344830602731852
5,0.3908709397832096,0.45748910307884216,0.8227983353953436
6,0.34265367124386675,0.5886573195457458,0.8250040615353853
7,0.32654494857879435,0.5521973967552185,0.7951174096152164
8,0.2779941656751651,0.429511159658432,0.8157999975005936
9,0.2002313119923048,0.5470691919326782,0.8149689448755921
10,0.17373856436104382,0.5696777701377869,0.7953923443182245
11,0.11166319167830221,0.5967103242874146,0.79567352753721
12,0.060847000487887395,0.9371216893196106,0.7789400017495844
