epoch,train_loss,val_loss,val_roc_auc_score
1,0.5836782003678973,0.48401933908462524,0.814022600150393
2,0.5113381000738295,0.5380971431732178,0.8335736874092233
3,0.4856120209017443,0.5317052006721497,0.8373335118820754
4,0.45862295969374595,0.48297587037086487,0.834717086084529
5,0.4195310505964453,0.4481896460056305,0.8270171715819076
6,0.37467288681202465,0.4757055640220642,0.8188331152978502
7,0.32015295746544054,0.5763773918151855,0.819389363302053
8,0.2665379921950045,0.6203774213790894,0.803031551622905
9,0.22660065371365773,0.6496713757514954,0.8035414456267576
10,0.1898314067354751,0.7284452319145203,0.7999052318215062
11,0.14626741706438007,1.1172178983688354,0.7759041605290536
12,0.13390422516339828,0.8689019680023193,0.7915821135363982
13,0.10992972146246642,0.8715791702270508,0.7879201475087301
