epoch,train_loss,val_loss,val_roc_auc_score
1,0.5771281593662547,0.46244239807128906,0.8369100135991244
2,0.505608851515402,0.4963163435459137,0.8477948411777064
3,0.4698321076594,0.5682294368743896,0.850448328855573
4,0.4341797187455057,0.5542234778404236,0.8523499950247106
5,0.38348097377640056,0.5506917834281921,0.8446134200139307
6,0.3317429953672755,0.5787150263786316,0.8180149700929829
7,0.2806220653899542,0.5683292150497437,0.8102922153305251
8,0.2204936368786913,0.7212750315666199,0.7907448561035744
9,0.1914450286440258,0.7886372804641724,0.7806671310270105
10,0.1702619287750031,0.7583364248275757,0.7875883113867789
11,0.12748958684108036,0.8718258738517761,0.7793182747907614
12,0.11193928476716355,1.013756513595581,0.7683228852256018
13,0.11346108908581687,0.8448460102081299,0.7981801497009298
14,0.07534292285279261,1.2854639291763306,0.7850177451988457
