epoch,train_loss,val_loss,val_roc_auc_score
1,0.5916352846384962,0.7381205558776855,0.8189679951011635
2,0.5105822044085726,0.54168301820755,0.8363263724865345
3,0.48407471936438734,0.49470898509025574,0.8409315287619191
4,0.4513449147058173,0.44050440192222595,0.825835114160387
5,0.41530723373095196,0.699232280254364,0.8332271085617166
6,0.3784113645096848,0.5451027750968933,0.8359514615278871
7,0.32245335853533724,0.44147399067878723,0.8114072907684425
8,0.26596898899567084,0.5151852369308472,0.8078956247891126
9,0.21462547988898453,0.6772991418838501,0.797841762581387
10,0.19055605546934945,0.7299897074699402,0.7958359889526239
11,0.1649608130841534,0.7241063117980957,0.7648995863482423
12,0.13752924737839878,0.7851079106330872,0.796373361326685
13,0.10643468879812694,0.7494852542877197,0.7935865232007397
