epoch,train_loss,val_loss,val_roc_auc_score
1,0.5881815447112707,0.6205470561981201,0.8191261180580892
2,0.5119345807653712,0.5046288967132568,0.8328745010890356
3,0.46866212433248056,0.5759899616241455,0.8542571892931773
4,0.44561820776443783,0.6378188729286194,0.8499010470220129
5,0.39697629764793424,0.5446764826774597,0.8316140944420489
6,0.3357632772953022,0.5401647090911865,0.8402268731964575
7,0.26315033077959,0.4446643888950348,0.8137583336097383
8,0.20193628996141313,0.49589699506759644,0.8214313354782359
9,0.1608425742968565,0.875044584274292,0.822172100788307
10,0.1028461497475019,0.6987693905830383,0.8099660574701206
11,0.08259558545858196,0.6139073967933655,0.8037137771291474
12,0.06926303773276933,1.060099720954895,0.8072434685506429
13,0.05505079841956232,0.8615281581878662,0.8138716596459806
